5 5
50 30
0 60
1 60
2 60
3 60
4 60
5 60
6 60
7 60
8 60
9 60
10 60
11 60
12 60
13 60
14 60
15 60
16 60
17 60
18 60
19 60
20 60
21 60
22 60
23 60
24 60
25 60
26 60
27 60
28 60
29 60
30 60
31 60
32 60
33 60
34 60
35 60
36 60
37 60
38 60
39 60
40 60
41 60
42 60
43 60
44 60
45 60
46 60
47 60
48 60
49 60
50 60
51 60
52 60
53 60
54 60
55 60
56 60
57 60
58 60
59 60
60 60
0 59
60 59
0 58
60 58
0 57
60 57
0 56
60 56
0 55
60 55
0 54
60 54
0 53
60 53
0 52
60 52
0 51
60 51
0 50
60 50
0 49
60 49
0 48
60 48
0 47
60 47
0 46
60 46
0 45
60 45
0 44
60 44
0 43
60 43
0 42
60 42
0 41
60 41
0 40
20 40
21 40
22 40
23 40
24 40
25 40
26 40
27 40
28 40
29 40
30 40
31 40
32 40
33 40
34 40
35 40
36 40
37 40
38 40
39 40
60 40
0 39
39 39
60 39
0 38
39 38
60 38
0 37
39 37
60 37
0 36
39 36
60 36
0 35
39 35
60 35
0 34
39 34
60 34
0 33
39 33
60 33
0 32
39 32
60 32
0 31
39 31
60 31
0 30
39 30
60 30
0 29
39 29
60 29
0 28
39 28
60 28
0 27
39 27
60 27
0 26
39 26
60 26
0 25
39 25
60 25
0 24
39 24
60 24
0 23
39 23
60 23
0 22
39 22
60 22
0 21
39 21
60 21
0 20
20 20
21 20
22 20
23 20
24 20
25 20
26 20
27 20
28 20
29 20
30 20
31 20
32 20
33 20
34 20
35 20
36 20
37 20
38 20
39 20
60 20
0 19
20 19
60 19
0 18
20 18
60 18
0 17
20 17
60 17
0 16
20 16
60 16
0 15
20 15
60 15
0 14
20 14
60 14
0 13
20 13
60 13
0 12
20 12
60 12
0 11
20 11
60 11
0 10
20 10
60 10
0 9
20 9
60 9
0 8
20 8
60 8
0 7
20 7
60 7
0 6
20 6
60 6
0 5
20 5
60 5
0 4
20 4
60 4
0 3
20 3
60 3
0 2
20 2
60 2
0 1
20 1
60 1
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 0
58 0
59 0
60 0
